curricula,problem_set_name,question_id,academic_year,number_of_students,incorrect_count,percent_correct,correct_answer,first_common_wrong_answer,second_common_wrong_answer,third_common_wrong_answer,first_common_wrong_answer_count,second_common_wrong_answer_count,third_common_wrong_answer_count
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 8 (7.RP.2.b),1060402,15_16,99,66.0,34.34,0.9,"""60""","""90""","""58""",13.0,6.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 8 (7.RP.2.b),1060402,17_18,210,98.0,53.8,0.9,"""1.1""","""60""","""1""",11.0,8.0,6.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 8 (7.RP.2.b),1060402,18_19,469,202.0,57.14,0.9,"""1.1""","""5""","""1""",16.0,15.0,14.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 8 (7.RP.2.b),1060402,19_20,337,142.0,58.16,0.9,"""1.03""","""1.11""","""1.1""",14.0,12.0,12.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 8 (7.RP.2.b),1392116,18_19,468,61.0,87.17,0.9S,"""s.9""","""60s""","""s5""",10.0,4.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 8 (7.RP.2.b),1392116,19_20,335,39.0,88.65,0.9S,"""s.9""","""S.9""","""60s""",6.0,3.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 9 (7.RP.2.b),1443835,17_18,167,87.0,48.5,"0.58 , 18/31","""558""","""1""","""1.72""",17.0,6.0,5.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 9 (7.RP.2.b),1443835,18_19,206,110.0,47.08,"0.58 , 18/31","""558""","""1.72""","""31""",26.0,13.0,12.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 9 (7.RP.2.b),1443835,19_20,130,55.0,58.46,"0.58 , 18/31","""1.7""","""1.72""","""31""",8.0,5.0,5.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 9 (7.RP.2.b),1443838,17_18,161,107.0,34.16,"1/62 , 0.016",""".5""","""31""","""1/2""",7.0,6.0,6.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 9 (7.RP.2.b),1443838,18_19,173,124.0,28.9,"1/62 , 0.016",""".016""","""15.5""","""0.016""",16.0,16.0,15.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 9 (7.RP.2.b),1443838,19_20,128,62.0,52.34,"1/62 , 0.016","""15.5""","""1/2""","""0.02""",12.0,4.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 9 (7.RP.2.b),1443817,17_18,188,86.0,54.78,0.166E,"""100e""","""100E""","""E""",13.0,9.0,6.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 9 (7.RP.2.b),1443817,18_19,324,174.0,46.6,0.166E,"""100e""","""16.6e""","""16.6E""",36.0,19.0,11.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 9 (7.RP.2.b),1443817,19_20,150,52.0,66.0,0.166E,"""100e""","""6.02e""","""E""",11.0,6.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 9 (7.RP.2.b),1443818,17_18,191,93.0,51.83,30.71,"""31""","""30.7""","""1.85""",9.0,8.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 9 (7.RP.2.b),1443818,18_19,328,164.0,50.3,30.71,"""30.7""","""30""","""11.14""",16.0,10.0,9.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 9 (7.RP.2.b),1443818,19_20,168,65.0,61.9,30.71,"""30.7""","""11.14""","""21.46""",6.0,4.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 9 (7.RP.2.b),1443819,17_18,200,117.0,41.5,301,"""8.3""","""301.20""","""300""",32.0,12.0,9.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 9 (7.RP.2.b),1443819,18_19,322,201.0,37.88,301,"""8.3""","""301.20""","""301.2""",80.0,24.0,11.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 9 (7.RP.2.b),1443819,19_20,160,88.0,45.0,301,"""8.3""","""301.2""","""301.20""",32.0,10.0,6.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 9 (7.RP.2.b),1060477,15_16,103,44.0,58.25,7.5h,"""5h""","""37.50h""","""h5""",6.0,5.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 9 (7.RP.2.b),1060477,17_18,174,56.0,68.39,7.5h,"""5h""","""h""","""37.50h""",7.0,6.0,5.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 9 (7.RP.2.b),1060477,18_19,278,77.0,72.66,7.5h,"""5h""","""37.50h""","""h""",17.0,11.0,6.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 9 (7.RP.2.b),1060477,19_20,119,28.0,77.31,7.5h,"""37.50h""","""h""","""5h""",7.0,4.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 9 (7.RP.2.b),1443839,17_18,195,37.0,81.53,75,"""15""","""18.75""","""15.00""",10.0,3.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 9 (7.RP.2.b),1443839,18_19,318,67.0,79.24,75,"""15""","""10""","""375""",25.0,6.0,5.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 9 (7.RP.2.b),1443839,19_20,133,28.0,79.69,75,"""15""","""375""","""0.4""",6.0,4.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 9 (7.RP.2.b),1408118,17_18,199,16.0,92.46,8,"""28""","""9""","""2""",7.0,2.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 9 (7.RP.2.b),1408118,18_19,320,28.0,91.25,8,"""28""","""7""","""224""",12.0,4.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 9 (7.RP.2.b),1408118,19_20,184,29.0,84.78,8,"""28""","""224""","""7""",12.0,3.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 9 (7.RP.2.b),1443840,17_18,187,43.0,77.54,28g,"""8g""","""8G""","""1g""",14.0,4.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 9 (7.RP.2.b),1443840,18_19,281,59.0,79.35,28g,"""8g""","""8G""","""g""",13.0,6.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 9 (7.RP.2.b),1443840,19_20,183,49.0,73.77,28g,"""8g""","""24g""","""112g""",25.0,3.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 9 (7.RP.2.b),1443841,18_19,298,30.0,90.26,28,"""8""","""616""","""1/28""",8.0,4.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 9 (7.RP.2.b),1443841,19_20,185,31.0,83.78,28,"""8""","""2""","""0""",7.0,6.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 9 (7.RP.2.b),1443843,17_18,183,85.0,54.09,"150/7 , 21.4","""21""","""22""","""21.42""",14.0,11.0,10.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 9 (7.RP.2.b),1443843,18_19,282,235.0,17.02,"150/7 , 21.4","""21.4""","""21""","""22""",46.0,35.0,34.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.1 Lesson 9 (7.RP.2.b),1443843,19_20,184,76.0,59.23,"150/7 , 21.4","""22""","""21.42""","""21.43""",11.0,9.0,8.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 1 (7.NS.1.a),1065645,15_16,38,26.0,34.21,2,"""7""","""3""","""-2""",12.0,4.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 1 (7.NS.1.a),1065645,16_17,77,33.0,58.44,2,"""7""","""-2""","""3""",13.0,6.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 1 (7.NS.1.a),1065645,17_18,246,100.0,59.75,2,"""7""","""-2""","""12""",53.0,13.0,7.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 1 (7.NS.1.a),1065645,18_19,349,182.0,48.13,2,"""7""","""-2""","""12""",101.0,24.0,16.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 1 (7.NS.1.a),1065645,19_20,65,29.0,56.92,2,"""7""","""5""","""-2""",10.0,6.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 11 (7.NS.2.a),1463275,17_18,259,199.0,23.55,-104,"""52""","""-52""","""104""",65.0,44.0,36.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 11 (7.NS.2.a),1463275,18_19,106,83.0,22.64,-104,"""52""","""104""","""-52""",36.0,22.0,16.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 11 (7.NS.2.a),1463275,19_20,32,24.0,25.0,-104,"""104""","""52""","""-52""",8.0,6.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 13 (7.NS.2.b),1538580,18_19,255,79.0,69.41,0.075,""".75""","""7.5""","""13.3""",22.0,11.0,5.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 13 (7.NS.2.b),1538580,19_20,121,40.0,67.76,0.075,""".75""","""0.75""","""7.5""",6.0,4.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 13 (7.NS.2.b),1538581,18_19,325,65.0,80.0,0.04,""".4""","""0.4""","""25""",14.0,10.0,8.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 13 (7.NS.2.b),1538581,19_20,119,24.0,80.67,0.04,""".4""","""0.4""",""".004""",6.0,4.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 13 (7.NS.2.b),1538574,17_18,56,28.0,50.0,2/5,"""4/10""","""1/25""","""4/100""",25.0,1.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 13 (7.NS.2.b),1538574,18_19,441,164.0,63.03,2/5,"""4/10""","""1/4""","""1/25""",102.0,15.0,6.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 13 (7.NS.2.b),1538574,19_20,169,55.0,68.04,2/5,"""4/10""","""1/4""","""1/25""",25.0,9.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 13 (7.NS.2.b),1538575,18_19,422,143.0,66.35,4/25,"""16/100""","""8/50""","""4/5""",46.0,26.0,15.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 13 (7.NS.2.b),1538575,19_20,167,36.0,79.04,4/25,"""8/50""","""1/8""","""8/5""",7.0,4.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 13 (7.NS.2.b),1538577,18_19,404,86.0,78.96,2/25,"""4/5""","""4/25""","""1/25""",25.0,7.0,5.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 13 (7.NS.2.b),1538577,19_20,167,29.0,83.23,2/25,"""4/5""","""4/25""","""1/125""",11.0,9.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 13 (7.NS.2.b),1538578,18_19,387,92.0,76.48,3/250,"""3/25""","""12/100""","""6/50""",30.0,8.0,5.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 13 (7.NS.2.b),1538578,19_20,162,33.0,80.24,3/250,"""3/25""","""3/225""","""3/2500""",13.0,2.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 15 (7.NS.2.c),1070876,17_18,261,117.0,55.55,44.5,"""20.5""","""79.5""","""17.5""",18.0,18.0,17.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 15 (7.NS.2.c),1070876,18_19,178,91.0,49.43,44.5,"""79.5""","""17.5""","""20.5""",21.0,13.0,13.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 15 (7.NS.2.c),1070876,19_20,48,24.0,50.0,44.5,"""17.5""","""79.5""","""45.5""",6.0,4.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 15 (7.NS.2.c),1070887,17_18,205,80.0,61.46,-2,"""2""","""-1.7""","""1.7""",25.0,15.0,8.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 15 (7.NS.2.c),1070887,18_19,95,32.0,67.36,-2,"""2""","""2.00""","""6""",17.0,3.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 15 (7.NS.2.c),1070888,17_18,190,86.0,55.26,-4.50,"""4.5""","""4.50""","""-8""",9.0,8.0,7.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 15 (7.NS.2.c),1070888,18_19,87,44.0,50.57,-4.50,"""4 1/2""","""8""","""4.5""",6.0,4.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 15 (7.NS.2.c),1070889,17_18,194,32.0,84.02,-6,"""6""","""6.00""","""-30""",19.0,2.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 15 (7.NS.2.c),1070889,18_19,92,13.0,86.95,-6,"""6""","""-6/2""","""-7""",8.0,1.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 16 (7.NS.2.c),1070895,16_17,141,94.0,34.04,-88,"""88""","""-5.5""","""3.52""",15.0,9.0,8.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 16 (7.NS.2.c),1070895,17_18,149,70.0,53.69,-88,"""88""","""-5.5""","""-3.52""",10.0,8.0,7.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 16 (7.NS.2.c),1070895,18_19,181,84.0,54.14,-88,"""88""","""5.5""","""-5.5""",28.0,8.0,6.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 16 (7.NS.2.c),1070901,16_17,171,139.0,19.29,14.25,"""2.28""","""-2.28""","""0""",23.0,8.0,5.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 16 (7.NS.2.c),1070901,17_18,146,73.0,50.68,14.25,"""-2.28""","""2.28""","""-8""",17.0,11.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 16 (7.NS.2.c),1070901,18_19,71,35.0,52.11,14.25,"""-2.28""","""2.28""","""-14.25""",9.0,4.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 16 (7.NS.2.c),1070901,19_20,39,23.0,43.58,14.25,"""2.28""","""-14.25""","""-8""",6.0,3.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 16 (7.NS.2.c),1539063,18_19,117,66.0,44.44,-8,"""8""","""-7.2""","""-7.92""",13.0,4.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 16 (7.NS.2.c),1539063,19_20,83,38.0,55.42,-8,"""8""","""20""","""-1 1/3""",6.0,4.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 17 (7.NS.3),1070905,16_17,224,59.0,74.1,5,"""6""","""10""","""3""",26.0,9.0,6.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 17 (7.NS.3),1070905,17_18,141,47.0,67.37,5,"""6""","""24""","""10""",20.0,4.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 17 (7.NS.3),1070905,18_19,168,44.0,74.4,5,"""6""","""3""","""10""",21.0,7.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 17 (7.NS.3),1070905,19_20,118,31.0,74.57,5,"""6""","""10""","""4""",9.0,5.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 17 (7.NS.3),1070906,16_17,220,77.0,65.0,5,"""7""","""14""","""2""",20.0,16.0,5.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 17 (7.NS.3),1070906,17_18,130,47.0,64.61,5,"""14""","""7""","""20""",12.0,9.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 17 (7.NS.3),1070906,18_19,161,52.0,68.32,5,"""14""","""7""","""20""",11.0,10.0,9.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 17 (7.NS.3),1070906,19_20,113,38.0,67.25,5,"""7""","""14""","""10""",9.0,5.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 17 (7.NS.3),1070907,16_17,224,76.0,66.51,3,"""15""","""5""","""10""",22.0,15.0,10.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 17 (7.NS.3),1070907,17_18,134,42.0,69.4,3,"""15""","""5""","""6""",13.0,6.0,6.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 17 (7.NS.3),1070907,18_19,156,58.0,63.46,3,"""15""","""5""","""2""",20.0,9.0,6.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 17 (7.NS.3),1070907,19_20,112,35.0,69.64,3,"""5""","""15""","""9""",6.0,5.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 17 (7.NS.3),1070909,16_17,217,90.0,58.98,35,"""140""","""28""","""240""",19.0,11.0,10.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 17 (7.NS.3),1070909,17_18,120,38.0,69.16,35,"""140""","""240""","""50""",12.0,6.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 17 (7.NS.3),1070909,18_19,147,44.0,70.74,35,"""140""","""240""","""50""",9.0,8.0,5.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 17 (7.NS.3),1070909,19_20,107,37.0,66.35,35,"""140""","""28""","""240""",7.0,4.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 19 (7.NS.3),1218013,16_17,139,64.0,54.67,315,"""32.25""","""75""","""305""",18.0,3.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 19 (7.NS.3),1218013,17_18,211,63.0,70.61,315,"""32.25""","""307.50""","""387""",8.0,2.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 19 (7.NS.3),1218013,18_19,64,20.0,68.75,315,"""32.25""","""107""","""135""",6.0,1.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 2 (7.NS.1.b),1065653,16_17,181,116.0,36.46,2,"""2""","""(-6)+12+(-4)""","""(-6)+12-(-4)=2""",22.0,7.0,5.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 2 (7.NS.1.b),1065653,17_18,416,55.0,87.01,2,"""-2""","""0""","""-22""",10.0,7.0,7.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 2 (7.NS.1.b),1065653,18_19,406,80.0,80.54,2,"""-2""","""22""","""0""",17.0,12.0,9.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 2 (7.NS.1.b),1065654,16_17,153,72.0,53.59,6,"""2+8+(-11)=6""","""2+8+(-11)=(-1)""","""2+8+(-11)=-1""",9.0,8.0,5.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 2 (7.NS.1.b),1065654,17_18,421,93.0,78.14,6,"""-1""","""5""","""7""",41.0,11.0,6.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 2 (7.NS.1.b),1065654,18_19,365,83.0,77.53,6,"""-1""","""8""","""5""",28.0,10.0,5.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 2 (7.NS.1.b),1065654,19_20,65,24.0,64.61,6,"""-1""","""1""","""5""",12.0,3.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 2 (7.NS.1.b),1065670,17_18,415,55.0,86.98,90,"""100""","""30""","""10""",8.0,7.0,6.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 2 (7.NS.1.b),1065670,18_19,323,34.0,89.78,90,"""110""","""30""","""80""",8.0,5.0,5.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 2 (7.NS.1.b),1065657,18_19,335,37.0,89.25,7,"""-11""","""11""","""-7""",11.0,6.0,5.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 2 (7.NS.1.b),1065657,19_20,80,13.0,83.75,7,"""11""","""-7""","""10""",6.0,2.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 2 (7.NS.1.b),1065662,16_17,132,31.0,77.27,-16,"""0""","""16""","""-19""",23.0,6.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 2 (7.NS.1.b),1065662,17_18,445,93.0,79.32,-16,"""0""","""16""","""-8""",61.0,27.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 2 (7.NS.1.b),1065662,18_19,335,107.0,68.35,-16,"""0""","""16""","""-8""",84.0,16.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 2 (7.NS.1.b),1065662,19_20,81,25.0,70.37,-16,"""0""","""16""","""8""",12.0,10.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 2 (7.NS.1.b),1065663,17_18,443,31.0,93.22,0,"""20""","""12""","""8""",6.0,6.0,5.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 2 (7.NS.1.b),1065663,18_19,358,40.0,89.1,0,"""20""","""12""","""-20""",7.0,6.0,5.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 2 (7.NS.1.b),1065664,17_18,439,54.0,87.92,1,"""-1""","""0""","""2""",21.0,12.0,6.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 2 (7.NS.1.b),1065664,18_19,327,58.0,82.56,1,"""0""","""2""","""-1""",18.0,13.0,11.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 20 (7.NS.3),1405772,16_17,48,35.0,29.16,1469,"""1750""","""2712.56""","""281""",9.0,4.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 20 (7.NS.3),1405772,17_18,161,55.0,66.45,1469,"""1750""","""81""","""7(250)""",24.0,3.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 20 (7.NS.3),1405772,18_19,52,26.0,51.92,1469,"""1750""","""1669""","""506.44""",13.0,2.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 21 (7.NS.3),1539121,17_18,62,23.0,64.51,-5,"""-3""","""5""","""3""",11.0,6.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 21 (7.NS.3),1539121,18_19,134,49.0,64.17,-5,"""-3""","""3""","""5""",28.0,9.0,8.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 21 (7.NS.3),1539121,19_20,43,10.0,79.06,-5,"""-3""","""5""",,7.0,2.0,
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 22 (7.EE.4.a),1463784,17_18,177,49.0,72.88,-4,"""4""","""5.5""","""5.6""",17.0,4.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 22 (7.EE.4.a),1463784,18_19,130,50.0,62.3,-4,"""4""","""-19""","""5.5""",15.0,8.0,6.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 22 (7.EE.4.a),1463784,19_20,43,24.0,46.51,-4,"""4""","""5 1/2""","""-4.5""",11.0,3.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 22 (7.EE.4.a),1463781,17_18,188,61.0,68.08,-2,"""2""","""9""","""3""",13.0,10.0,5.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 22 (7.EE.4.a),1463781,18_19,145,44.0,70.34,-2,"""9""","""2""","""-3""",11.0,7.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 22 (7.EE.4.a),1463782,17_18,186,45.0,76.34,-8,"""8""","""18""","""7""",11.0,6.0,6.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 22 (7.EE.4.a),1463782,18_19,136,43.0,69.11,-8,"""8""","""-7""","""-9""",13.0,5.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 22 (7.EE.4.a),1463782,19_20,43,17.0,62.79,-8,"""8""","""-7""","""14""",7.0,2.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 23 (7.EE.4.a),1463803,17_18,208,74.0,64.9,-18,"""18""","""0""","""-1""",21.0,15.0,5.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 23 (7.EE.4.a),1463803,18_19,92,42.0,55.43,-18,"""0""","""18""","""-216""",13.0,9.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 23 (7.EE.4.a),1463803,19_20,40,24.0,40.0,-18,"""18""","""-1""","""0""",6.0,4.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 23 (7.EE.4.a),1463804,17_18,196,70.0,64.79,-4.2,"""4.2""","""4 1/5""","""-21""",30.0,6.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 23 (7.EE.4.a),1463804,18_19,90,36.0,60.0,-4.2,"""4.2""","""-21""","""1.4""",9.0,3.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 23 (7.EE.4.a),1463804,19_20,39,21.0,48.71,-4.2,"""4 1/5""","""4.2""","""1 2/5""",7.0,4.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 23 (7.EE.4.a),1463811,17_18,184,55.0,70.65,28,"""336""","""84""","""21""",16.0,6.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Problem Set---7.2 Lesson 23 (7.EE.4.a),1463811,18_19,79,33.0,59.49,28,"""336""","""21""","""252""",10.0,5.0,2.0
